note_str,pitch,instrument_family_str
vocal_acoustic_024-070-100,70,vocal
mallet_acoustic_032-089-100,89,mallet
bass_synthetic_109-028-075,28,bass
keyboard_acoustic_019-094-127,94,keyboard
string_acoustic_000-027-127,27,string
bass_synthetic_060-048-100,48,bass
bass_synthetic_108-062-075,62,bass
bass_synthetic_047-096-127,96,bass
mallet_acoustic_008-105-075,105,mallet
bass_synthetic_011-097-075,97,bass
reed_acoustic_019-045-127,45,reed
keyboard_electronic_020-027-025,27,keyboard
bass_synthetic_075-041-127,41,bass
string_acoustic_068-031-100,31,string
keyboard_electronic_000-037-050,37,keyboard
reed_acoustic_026-033-100,33,reed
organ_electronic_093-076-050,76,organ
guitar_acoustic_008-076-100,76,guitar
keyboard_electronic_108-091-127,91,keyboard
bass_synthetic_047-072-127,72,bass
bass_synthetic_080-027-075,27,bass
mallet_acoustic_064-045-127,45,mallet
keyboard_acoustic_008-040-127,40,keyboard
organ_electronic_041-054-025,54,organ
mallet_acoustic_044-065-100,65,mallet
flute_acoustic_007-085-050,85,flute
vocal_synthetic_009-050-075,50,vocal
guitar_acoustic_018-037-025,37,guitar
string_acoustic_016-036-100,36,string
brass_acoustic_034-049-025,49,brass
string_acoustic_087-037-075,37,string
mallet_acoustic_071-060-075,60,mallet
keyboard_electronic_072-096-100,96,keyboard
string_acoustic_003-089-100,89,string
bass_electronic_005-040-100,40,bass
guitar_acoustic_008-078-100,78,guitar
flute_acoustic_016-070-127,70,flute
organ_electronic_126-054-075,54,organ
flute_acoustic_027-086-100,86,flute
vocal_synthetic_013-100-050,100,vocal
keyboard_electronic_105-046-025,46,keyboard
bass_synthetic_002-104-050,104,bass
organ_electronic_094-058-025,58,organ
keyboard_electronic_085-044-050,44,keyboard
reed_acoustic_014-048-075,48,reed
guitar_electronic_031-086-050,86,guitar
guitar_acoustic_034-024-050,24,guitar
organ_electronic_106-070-127,70,organ
mallet_acoustic_022-067-127,67,mallet
guitar_electronic_020-082-025,82,guitar
string_acoustic_015-045-025,45,string
bass_synthetic_081-068-050,68,bass
mallet_acoustic_045-059-100,59,mallet
bass_electronic_011-047-025,47,bass
string_acoustic_036-062-050,62,string
bass_synthetic_060-104-100,104,bass
keyboard_electronic_080-030-100,30,keyboard
mallet_acoustic_004-076-127,76,mallet
brass_acoustic_027-072-025,72,brass
brass_acoustic_004-059-100,59,brass
mallet_acoustic_058-082-100,82,mallet
mallet_electronic_012-051-100,51,mallet
organ_electronic_047-066-025,66,organ
bass_synthetic_129-090-127,90,bass
keyboard_electronic_041-081-025,81,keyboard
guitar_electronic_011-085-025,85,guitar
guitar_synthetic_001-083-025,83,guitar
brass_acoustic_004-045-100,45,brass
guitar_electronic_026-103-025,103,guitar
keyboard_electronic_022-094-100,94,keyboard
reed_acoustic_047-060-127,60,reed
keyboard_electronic_107-074-025,74,keyboard
organ_electronic_036-047-075,47,organ
string_acoustic_036-093-050,93,string
flute_synthetic_006-058-100,58,flute
reed_acoustic_005-059-127,59,reed
bass_synthetic_039-055-100,55,bass
organ_electronic_102-084-025,84,organ
mallet_acoustic_017-102-025,102,mallet
guitar_acoustic_019-105-100,105,guitar
bass_synthetic_137-048-025,48,bass
guitar_electronic_009-087-075,87,guitar
guitar_electronic_021-076-100,76,guitar
bass_synthetic_090-088-050,88,bass
mallet_acoustic_014-051-100,51,mallet
keyboard_electronic_009-045-075,45,keyboard
bass_synthetic_091-029-127,29,bass
guitar_electronic_029-037-025,37,guitar
string_acoustic_078-058-025,58,string
string_acoustic_002-054-075,54,string
organ_electronic_098-079-025,79,organ
keyboard_acoustic_017-084-127,84,keyboard
bass_synthetic_010-044-075,44,bass
keyboard_electronic_064-056-050,56,keyboard
reed_acoustic_005-032-050,32,reed
string_acoustic_076-060-025,60,string
reed_acoustic_016-074-100,74,reed
mallet_electronic_010-041-075,41,mallet
brass_acoustic_044-045-127,45,brass
keyboard_electronic_040-101-127,101,keyboard
organ_electronic_054-082-050,82,organ
guitar_electronic_043-064-127,64,guitar
synth_lead_synthetic_006-062-050,62,synth_lead
guitar_electronic_043-067-100,67,guitar
keyboard_electronic_061-091-075,91,keyboard
mallet_electronic_001-079-050,79,mallet
keyboard_electronic_091-063-075,63,keyboard
synth_lead_synthetic_004-105-100,105,synth_lead
keyboard_electronic_053-032-127,32,keyboard
keyboard_electronic_036-051-050,51,keyboard
bass_synthetic_100-102-025,102,bass
flute_acoustic_029-092-100,92,flute
brass_acoustic_036-067-025,67,brass
reed_acoustic_033-068-100,68,reed
bass_synthetic_087-080-100,80,bass
string_acoustic_062-048-050,48,string
organ_electronic_117-080-127,80,organ
mallet_acoustic_053-070-050,70,mallet
mallet_acoustic_061-101-075,101,mallet
keyboard_electronic_029-022-050,22,keyboard
bass_synthetic_027-054-050,54,bass
synth_lead_synthetic_001-093-025,93,synth_lead
string_acoustic_002-044-127,44,string
bass_synthetic_112-052-025,52,bass
guitar_synthetic_009-088-050,88,guitar
bass_synthetic_074-093-100,93,bass
organ_electronic_102-046-100,46,organ
flute_acoustic_023-069-050,69,flute
guitar_acoustic_004-063-025,63,guitar
keyboard_acoustic_002-079-127,79,keyboard
mallet_acoustic_037-080-025,80,mallet
keyboard_electronic_013-055-075,55,keyboard
keyboard_electronic_060-051-100,51,keyboard
synth_lead_synthetic_010-101-100,101,synth_lead
organ_electronic_126-055-050,55,organ
keyboard_electronic_009-092-075,92,keyboard
bass_synthetic_027-085-025,85,bass
guitar_synthetic_000-096-075,96,guitar
bass_synthetic_027-036-127,36,bass
keyboard_electronic_095-106-100,106,keyboard
bass_synthetic_116-079-100,79,bass
bass_electronic_011-032-075,32,bass
bass_synthetic_119-079-025,79,bass
synth_lead_synthetic_004-099-025,99,synth_lead
guitar_electronic_033-045-100,45,guitar
keyboard_acoustic_003-031-100,31,keyboard
organ_electronic_089-066-100,66,organ
bass_synthetic_019-049-025,49,bass
keyboard_electronic_095-029-050,29,keyboard
bass_synthetic_113-070-075,70,bass
mallet_acoustic_036-077-100,77,mallet
keyboard_electronic_061-074-075,74,keyboard
keyboard_electronic_050-022-127,22,keyboard
brass_acoustic_023-057-127,57,brass
organ_electronic_024-023-075,23,organ
bass_synthetic_025-106-100,106,bass
guitar_synthetic_007-044-127,44,guitar
guitar_electronic_014-062-127,62,guitar
bass_electronic_013-049-050,49,bass
organ_electronic_073-032-050,32,organ
organ_electronic_039-082-025,82,organ
bass_synthetic_115-048-100,48,bass
mallet_electronic_009-082-075,82,mallet
bass_electronic_022-054-075,54,bass
keyboard_electronic_008-064-075,64,keyboard
bass_electronic_010-057-127,57,bass
bass_synthetic_091-023-127,23,bass
guitar_electronic_003-083-100,83,guitar
string_acoustic_066-080-075,80,string
mallet_acoustic_008-093-127,93,mallet
keyboard_electronic_035-041-100,41,keyboard
mallet_acoustic_040-092-100,92,mallet
string_acoustic_049-069-075,69,string
guitar_electronic_007-056-100,56,guitar
mallet_electronic_009-034-075,34,mallet
guitar_electronic_003-035-100,35,guitar
brass_acoustic_020-054-050,54,brass
bass_synthetic_089-090-100,90,bass
mallet_acoustic_024-030-050,30,mallet
keyboard_acoustic_005-098-100,98,keyboard
organ_electronic_100-027-127,27,organ
keyboard_electronic_063-046-100,46,keyboard
keyboard_electronic_061-029-025,29,keyboard
mallet_acoustic_050-024-075,24,mallet
bass_electronic_032-039-075,39,bass
string_acoustic_079-063-075,63,string
keyboard_electronic_013-044-075,44,keyboard
bass_synthetic_124-108-075,108,bass
synth_lead_synthetic_004-088-050,88,synth_lead
string_acoustic_030-061-100,61,string
keyboard_electronic_020-024-050,24,keyboard
mallet_acoustic_054-057-025,57,mallet
guitar_electronic_014-051-127,51,guitar
mallet_synthetic_003-077-100,77,mallet
organ_electronic_103-036-127,36,organ
string_acoustic_085-063-050,63,string
string_acoustic_028-061-075,61,string
organ_electronic_112-028-075,28,organ
brass_acoustic_044-079-100,79,brass
reed_acoustic_000-081-100,81,reed
organ_electronic_089-059-025,59,organ
string_acoustic_051-042-025,42,string
keyboard_electronic_043-021-100,21,keyboard
keyboard_synthetic_007-044-050,44,keyboard
mallet_acoustic_032-082-025,82,mallet
string_acoustic_077-042-025,42,string
brass_acoustic_053-027-075,27,brass
mallet_acoustic_057-046-127,46,mallet
string_acoustic_042-061-100,61,string
bass_synthetic_041-091-025,91,bass
vocal_synthetic_012-035-050,35,vocal
guitar_acoustic_028-029-050,29,guitar
bass_synthetic_060-053-075,53,bass
organ_electronic_032-043-075,43,organ
bass_synthetic_035-029-050,29,bass
reed_acoustic_047-081-050,81,reed
organ_electronic_112-056-100,56,organ
keyboard_synthetic_012-069-127,69,keyboard
keyboard_electronic_039-098-050,98,keyboard
string_acoustic_026-072-100,72,string
bass_synthetic_081-076-127,76,bass
organ_electronic_042-035-075,35,organ
bass_synthetic_097-096-075,96,bass
bass_synthetic_065-009-075,9,bass
vocal_acoustic_015-073-100,73,vocal
keyboard_electronic_074-086-127,86,keyboard
mallet_acoustic_017-095-050,95,mallet
reed_acoustic_038-090-050,90,reed
keyboard_electronic_044-063-075,63,keyboard
guitar_synthetic_010-104-075,104,guitar
keyboard_electronic_109-049-075,49,keyboard
organ_electronic_027-102-100,102,organ
guitar_electronic_010-057-100,57,guitar
guitar_electronic_020-081-050,81,guitar
string_acoustic_015-043-127,43,string
flute_acoustic_027-060-050,60,flute
keyboard_electronic_054-090-050,90,keyboard
bass_synthetic_138-107-050,107,bass
guitar_electronic_019-078-075,78,guitar
organ_electronic_055-032-025,32,organ
flute_synthetic_001-090-127,90,flute
brass_acoustic_008-053-075,53,brass
bass_synthetic_132-028-025,28,bass
keyboard_electronic_086-035-100,35,keyboard
keyboard_electronic_041-101-025,101,keyboard
bass_synthetic_136-044-075,44,bass
organ_electronic_024-063-050,63,organ
organ_electronic_037-037-050,37,organ
keyboard_acoustic_016-068-025,68,keyboard
bass_synthetic_058-080-100,80,bass
mallet_acoustic_058-028-100,28,mallet
string_acoustic_030-041-127,41,string
bass_synthetic_121-032-075,32,bass
bass_synthetic_043-022-127,22,bass
brass_acoustic_017-067-075,67,brass
bass_synthetic_128-055-075,55,bass
reed_acoustic_025-070-075,70,reed
guitar_electronic_015-026-075,26,guitar
flute_electronic_000-064-127,64,flute
keyboard_electronic_028-104-050,104,keyboard
guitar_acoustic_000-053-127,53,guitar
bass_synthetic_078-048-127,48,bass
mallet_acoustic_035-101-050,101,mallet
reed_acoustic_004-050-050,50,reed
keyboard_electronic_110-045-127,45,keyboard
string_acoustic_049-062-050,62,string
keyboard_electronic_038-090-025,90,keyboard
organ_electronic_112-069-025,69,organ
synth_lead_synthetic_010-071-050,71,synth_lead
keyboard_electronic_094-031-025,31,keyboard
mallet_acoustic_038-092-075,92,mallet
guitar_acoustic_026-086-075,86,guitar
bass_synthetic_152-021-127,21,bass
brass_acoustic_064-049-075,49,brass
bass_synthetic_077-108-100,108,bass
flute_acoustic_007-072-127,72,flute
keyboard_synthetic_003-035-100,35,keyboard
reed_acoustic_041-088-075,88,reed
keyboard_synthetic_010-093-050,93,keyboard
bass_synthetic_089-062-050,62,bass
guitar_acoustic_009-021-050,21,guitar
reed_acoustic_009-090-025,90,reed
organ_electronic_091-043-127,43,organ
bass_synthetic_014-063-050,63,bass
vocal_acoustic_024-063-025,63,vocal
mallet_acoustic_018-053-025,53,mallet
brass_acoustic_021-068-025,68,brass
organ_electronic_013-058-050,58,organ
bass_electronic_016-031-025,31,bass
bass_synthetic_121-094-100,94,bass
guitar_acoustic_017-031-075,31,guitar
guitar_electronic_002-048-050,48,guitar
flute_acoustic_026-084-075,84,flute
bass_synthetic_014-060-050,60,bass
guitar_electronic_014-076-100,76,guitar
organ_electronic_099-052-075,52,organ
organ_electronic_117-071-050,71,organ
brass_acoustic_000-054-025,54,brass
string_acoustic_024-076-100,76,string
guitar_synthetic_004-030-075,30,guitar
keyboard_electronic_109-091-127,91,keyboard
bass_synthetic_086-082-075,82,bass
keyboard_electronic_023-065-025,65,keyboard
bass_electronic_020-057-127,57,bass
keyboard_electronic_013-023-127,23,keyboard
bass_synthetic_064-086-025,86,bass
mallet_electronic_011-065-025,65,mallet
string_acoustic_009-066-127,66,string
string_acoustic_074-070-075,70,string
guitar_synthetic_011-088-050,88,guitar
bass_synthetic_005-065-100,65,bass
mallet_acoustic_003-094-025,94,mallet
keyboard_electronic_012-024-127,24,keyboard
organ_electronic_078-067-050,67,organ
keyboard_electronic_080-090-050,90,keyboard
keyboard_synthetic_003-087-075,87,keyboard
bass_synthetic_065-020-100,20,bass
keyboard_electronic_104-049-025,49,keyboard
reed_acoustic_014-050-050,50,reed
keyboard_electronic_009-071-025,71,keyboard
organ_electronic_103-081-050,81,organ
bass_synthetic_001-035-127,35,bass
keyboard_electronic_094-096-100,96,keyboard
bass_synthetic_090-093-050,93,bass
mallet_acoustic_069-060-100,60,mallet
keyboard_electronic_045-044-025,44,keyboard
mallet_electronic_012-064-075,64,mallet
organ_electronic_039-083-100,83,organ
mallet_acoustic_043-060-050,60,mallet
bass_synthetic_074-025-050,25,bass
reed_acoustic_031-063-025,63,reed
guitar_acoustic_025-048-075,48,guitar
keyboard_acoustic_013-103-050,103,keyboard
bass_synthetic_115-049-025,49,bass
keyboard_electronic_068-090-025,90,keyboard
bass_synthetic_085-041-050,41,bass
guitar_acoustic_029-063-050,63,guitar
keyboard_electronic_061-088-050,88,keyboard
mallet_acoustic_012-085-100,85,mallet
keyboard_electronic_070-028-127,28,keyboard
keyboard_synthetic_005-055-050,55,keyboard
vocal_synthetic_008-105-127,105,vocal
mallet_acoustic_011-055-100,55,mallet
brass_acoustic_034-025-100,25,brass
mallet_acoustic_011-056-127,56,mallet
brass_acoustic_034-026-127,26,brass
organ_electronic_024-100-075,100,organ
mallet_acoustic_008-093-050,93,mallet
brass_acoustic_041-076-127,76,brass
keyboard_electronic_102-023-075,23,keyboard
bass_synthetic_095-067-050,67,bass
organ_electronic_020-094-025,94,organ
keyboard_electronic_086-048-127,48,keyboard
mallet_acoustic_012-040-050,40,mallet
keyboard_acoustic_016-022-127,22,keyboard
organ_electronic_103-083-025,83,organ
bass_synthetic_120-039-050,39,bass
mallet_acoustic_025-048-127,48,mallet
string_acoustic_011-096-025,96,string
guitar_synthetic_003-066-075,66,guitar
vocal_acoustic_014-072-025,72,vocal
bass_synthetic_099-072-100,72,bass
guitar_electronic_017-031-127,31,guitar
organ_electronic_107-069-100,69,organ
mallet_acoustic_065-077-075,77,mallet
mallet_acoustic_039-021-100,21,mallet
organ_electronic_069-056-050,56,organ
reed_acoustic_049-031-100,31,reed
brass_acoustic_040-083-100,83,brass
mallet_acoustic_050-076-075,76,mallet
synth_lead_synthetic_009-039-025,39,synth_lead
organ_electronic_058-054-075,54,organ
keyboard_synthetic_008-057-050,57,keyboard
mallet_acoustic_065-057-075,57,mallet
bass_synthetic_022-060-025,60,bass
organ_electronic_103-082-050,82,organ
string_acoustic_069-094-127,94,string
organ_electronic_037-048-075,48,organ
keyboard_electronic_038-035-025,35,keyboard
keyboard_electronic_043-083-127,83,keyboard
string_acoustic_054-052-050,52,string
organ_electronic_091-080-050,80,organ
brass_acoustic_012-042-100,42,brass
mallet_acoustic_027-052-075,52,mallet
string_acoustic_026-056-127,56,string
organ_electronic_077-064-127,64,organ
bass_synthetic_029-079-127,79,bass
organ_electronic_089-074-025,74,organ
keyboard_electronic_036-086-050,86,keyboard
flute_acoustic_018-085-127,85,flute
synth_lead_synthetic_000-062-075,62,synth_lead
keyboard_electronic_048-049-075,49,keyboard
synth_lead_synthetic_012-098-025,98,synth_lead
bass_synthetic_137-061-025,61,bass
flute_acoustic_018-073-025,73,flute
string_acoustic_048-052-075,52,string
bass_synthetic_019-060-100,60,bass
bass_synthetic_114-048-025,48,bass
bass_synthetic_006-043-025,43,bass
mallet_acoustic_021-094-100,94,mallet
mallet_acoustic_032-061-075,61,mallet
keyboard_electronic_072-034-127,34,keyboard
bass_synthetic_040-079-100,79,bass
bass_synthetic_111-090-025,90,bass
brass_acoustic_028-059-127,59,brass
guitar_synthetic_001-024-050,24,guitar
bass_synthetic_074-034-025,34,bass
organ_electronic_070-044-127,44,organ
bass_electronic_030-056-025,56,bass
vocal_synthetic_008-075-127,75,vocal
keyboard_electronic_097-077-025,77,keyboard
keyboard_electronic_027-083-100,83,keyboard
keyboard_synthetic_006-100-100,100,keyboard
keyboard_electronic_068-067-025,67,keyboard
keyboard_electronic_031-065-075,65,keyboard
mallet_acoustic_055-069-127,69,mallet
keyboard_electronic_042-039-025,39,keyboard
mallet_acoustic_032-055-025,55,mallet
keyboard_electronic_075-090-025,90,keyboard
string_acoustic_069-076-100,76,string
bass_synthetic_027-074-127,74,bass
mallet_acoustic_012-105-100,105,mallet
string_acoustic_067-097-127,97,string
bass_synthetic_076-038-100,38,bass
mallet_acoustic_040-052-025,52,mallet
keyboard_electronic_047-104-127,104,keyboard
bass_synthetic_058-081-025,81,bass
bass_synthetic_007-090-075,90,bass
bass_synthetic_017-071-075,71,bass
bass_synthetic_087-081-025,81,bass
reed_acoustic_033-069-025,69,reed
mallet_acoustic_055-095-075,95,mallet
reed_acoustic_000-034-025,34,reed
reed_acoustic_026-026-075,26,reed
mallet_acoustic_048-049-050,49,mallet
mallet_synthetic_000-065-050,65,mallet
mallet_acoustic_007-030-100,30,mallet
bass_electronic_013-045-127,45,bass
bass_synthetic_123-106-100,106,bass
bass_synthetic_099-021-100,21,bass
bass_synthetic_039-096-127,96,bass
bass_synthetic_139-073-050,73,bass
flute_acoustic_023-101-050,101,flute
brass_acoustic_021-069-100,69,brass
keyboard_electronic_077-079-127,79,keyboard
organ_electronic_003-029-075,29,organ
vocal_synthetic_009-056-127,56,vocal
bass_electronic_005-037-050,37,bass
organ_electronic_095-049-025,49,organ
keyboard_acoustic_008-042-025,42,keyboard
organ_electronic_071-060-075,60,organ
guitar_acoustic_016-062-025,62,guitar
bass_synthetic_056-033-075,33,bass
mallet_acoustic_055-042-075,42,mallet
keyboard_electronic_086-043-050,43,keyboard
keyboard_electronic_026-084-100,84,keyboard
keyboard_electronic_096-065-100,65,keyboard
guitar_acoustic_024-061-050,61,guitar
bass_synthetic_021-079-025,79,bass
reed_acoustic_047-091-075,91,reed
guitar_acoustic_003-076-127,76,guitar
mallet_electronic_003-103-050,103,mallet
keyboard_electronic_080-036-127,36,keyboard
guitar_electronic_038-038-127,38,guitar
bass_synthetic_124-104-100,104,bass
keyboard_electronic_012-072-075,72,keyboard
bass_synthetic_106-041-075,41,bass
bass_synthetic_126-088-100,88,bass
bass_synthetic_073-042-127,42,bass
